LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content
1084,-,1782386575,2026.06.25,R75-M1-N8-C:J13-U11,2026-06-25-11.22.55.603853,R75-M1-N8-C:J13-U11,RAS,KERNEL,INFO,155918940 double-hummer alignment exceptions
1085,-,1782386582,2026.06.25,R74-M0-NB-C:J17-U01,2026-06-25-11.23.02.819959,R74-M0-NB-C:J17-U01,RAS,KERNEL,INFO,iar 00149fc0 dear 00739d98
1086,-,1782386655,2026.06.25,R76-M1-ND-C:J11-U11,2026-06-25-11.24.15.254200,R76-M1-ND-C:J11-U11,RAS,KERNEL,INFO,iar 0014a150 dear 0072b9f8
1087,-,1782386667,2026.06.25,R70-M0-NF-C:J06-U01,2026-06-25-11.24.27.341716,R70-M0-NF-C:J06-U01,RAS,KERNEL,INFO,iar 0014a150 dear 00719fc8
1088,-,1782386677,2026.06.25,R41-M0-N2-C:J10-U01,2026-06-25-11.24.37.394322,R41-M0-N2-C:J10-U01,RAS,KERNEL,INFO,28298332 double-hummer alignment exceptions
1089,-,1782386679,2026.06.25,R55-M0-N2-C:J08-U01,2026-06-25-11.24.39.293916,R55-M0-N2-C:J08-U01,RAS,KERNEL,INFO,23768676 double-hummer alignment exceptions
1090,-,1782386732,2026.06.25,R44-M0-NF-C:J13-U11,2026-06-25-11.25.32.856156,R44-M0-NF-C:J13-U11,RAS,KERNEL,INFO,34253552 double-hummer alignment exceptions
1091,-,1782386750,2026.06.25,R44-M0-NE-C:J10-U01,2026-06-25-11.25.50.824040,R44-M0-NE-C:J10-U01,RAS,KERNEL,INFO,35050330 double-hummer alignment exceptions
1092,-,1782386762,2026.06.25,R40-M0-N1-C:J10-U01,2026-06-25-11.26.02.412022,R40-M0-N1-C:J10-U01,RAS,KERNEL,INFO,35418742 double-hummer alignment exceptions
1093,-,1782386800,2026.06.25,R40-M1-N6-C:J12-U11,2026-06-25-11.26.40.382746,R40-M1-N6-C:J12-U11,RAS,KERNEL,INFO,47332148 double-hummer alignment exceptions
1094,-,1782386801,2026.06.25,R50-M1-NB-C:J07-U11,2026-06-25-11.26.41.119420,R50-M1-NB-C:J07-U11,RAS,KERNEL,INFO,39190074 double-hummer alignment exceptions
1095,-,1782386868,2026.06.25,R57-M1-NF-C:J11-U11,2026-06-25-11.27.48.977343,R57-M1-NF-C:J11-U11,RAS,KERNEL,INFO,30646810 double-hummer alignment exceptions
1096,-,1782386879,2026.06.25,R47-M0-N5-C:J15-U01,2026-06-25-11.27.59.591240,R47-M0-N5-C:J15-U01,RAS,KERNEL,INFO,36833864 double-hummer alignment exceptions
1097,-,1782386879,2026.06.25,R45-M0-NA-C:J04-U11,2026-06-25-11.27.59.209505,R45-M0-NA-C:J04-U11,RAS,KERNEL,INFO,24669022 double-hummer alignment exceptions
1098,-,1782386896,2026.06.25,R50-M1-N1-C:J05-U11,2026-06-25-11.28.16.620995,R50-M1-N1-C:J05-U11,RAS,KERNEL,INFO,38029258 double-hummer alignment exceptions
1099,-,1782386917,2026.06.25,R42-M1-NE-C:J15-U11,2026-06-25-11.28.37.572133,R42-M1-NE-C:J15-U11,RAS,KERNEL,INFO,39309752 double-hummer alignment exceptions
1100,-,1782386939,2026.06.25,R54-M0-NB-C:J07-U01,2026-06-25-11.28.59.188667,R54-M0-NB-C:J07-U01,RAS,KERNEL,INFO,27901852 double-hummer alignment exceptions
1101,-,1782386944,2026.06.25,R40-M1-N4-C:J17-U01,2026-06-25-11.29.04.714827,R40-M1-N4-C:J17-U01,RAS,KERNEL,INFO,41097026 double-hummer alignment exceptions
1102,-,1782386955,2026.06.25,R52-M0-N4-C:J17-U11,2026-06-25-11.29.15.804905,R52-M0-N4-C:J17-U11,RAS,KERNEL,INFO,54600944 double-hummer alignment exceptions
1103,-,1782386990,2026.06.25,R54-M0-NC-C:J09-U11,2026-06-25-11.29.50.576820,R54-M0-NC-C:J09-U11,RAS,KERNEL,INFO,32888202 double-hummer alignment exceptions
1104,-,1782387008,2026.06.25,R41-M1-N3-C:J15-U11,2026-06-25-11.30.08.028223,R41-M1-N3-C:J15-U11,RAS,KERNEL,INFO,iar 0014a150 dear 0098d458
1105,-,1782387012,2026.06.25,R54-M1-ND-C:J08-U11,2026-06-25-11.30.12.999297,R54-M1-ND-C:J08-U11,RAS,KERNEL,INFO,iar 0014a150 dear 0098e178
1106,-,1782387129,2026.06.25,R51-M1-N9-C:J10-U01,2026-06-25-11.32.09.762538,R51-M1-N9-C:J10-U01,RAS,KERNEL,INFO,iar 0014a150 dear 00998588
1107,-,1782387129,2026.06.25,R45-M1-ND-C:J16-U11,2026-06-25-11.32.09.484045,R45-M1-ND-C:J16-U11,RAS,KERNEL,INFO,iar 0014a150 dear 00991c88
1108,-,1782387192,2026.06.25,R40-M0-N1-C:J16-U01,2026-06-25-11.33.12.988780,R40-M0-N1-C:J16-U01,RAS,KERNEL,INFO,iar 00149ee0 dear 009a2788
1109,-,1782387215,2026.06.25,R57-M0-N1-C:J16-U01,2026-06-25-11.33.35.742776,R57-M0-N1-C:J16-U01,RAS,KERNEL,INFO,iar 00149f88 dear 0099be48
1110,-,1782387219,2026.06.25,R56-M1-N9-C:J14-U01,2026-06-25-11.33.39.219832,R56-M1-N9-C:J14-U01,RAS,KERNEL,INFO,iar 0014a150 dear 00a53af8
1111,-,1782387220,2026.06.25,R51-M0-N6-C:J15-U01,2026-06-25-11.33.40.459753,R51-M0-N6-C:J15-U01,RAS,KERNEL,INFO,iar 0014a150 dear 009b9288
1112,-,1782387225,2026.06.25,R52-M0-N6-C:J10-U11,2026-06-25-11.33.45.836433,R52-M0-N6-C:J10-U11,RAS,KERNEL,INFO,iar 0014a150 dear 009a50f8
1113,-,1782387385,2026.06.25,R52-M1-N6-C:J13-U01,2026-06-25-11.36.25.305482,R52-M1-N6-C:J13-U01,RAS,KERNEL,INFO,iar 0014a150 dear 0098cdc8
1114,-,1782387431,2026.06.25,R45-M0-N1-C:J14-U11,2026-06-25-11.37.11.871662,R45-M0-N1-C:J14-U11,RAS,KERNEL,INFO,iar 00149ee0 dear 0099e5e8
1115,-,1782387478,2026.06.25,R43-M1-NE-C:J16-U01,2026-06-25-11.37.58.726490,R43-M1-NE-C:J16-U01,RAS,KERNEL,INFO,iar 0014a150 dear 00991c88
1116,-,1782387534,2026.06.25,R45-M0-ND-C:J09-U01,2026-06-25-11.38.54.072518,R45-M0-ND-C:J09-U01,RAS,KERNEL,INFO,iar 0014a150 dear 009829b8
1117,-,1782387586,2026.06.25,R45-M0-N6-C:J14-U01,2026-06-25-11.39.46.858747,R45-M0-N6-C:J14-U01,RAS,KERNEL,INFO,iar 00149f88 dear 00996f88
1118,-,1782387651,2026.06.25,R44-M1-NB-C:J13-U01,2026-06-25-11.40.51.888970,R44-M1-NB-C:J13-U01,RAS,KERNEL,INFO,iar 0014a1e4 dear 0099e6c8
1119,-,1782387660,2026.06.25,R44-M1-NB-C:J14-U11,2026-06-25-11.41.00.834306,R44-M1-NB-C:J14-U11,RAS,KERNEL,INFO,iar 0014a150 dear 009a2998
1120,-,1782387671,2026.06.25,R54-M0-NC-I:J18-U01,2026-06-25-11.41.11.833665,R54-M0-NC-I:J18-U01,RAS,KERNEL,INFO,"NFS Mount failed on bglio716, slept 15 seconds, retrying (1)"
1121,-,1782387676,2026.06.25,R05-M0-NC-I:J18-U11,2026-06-25-11.41.16.429016,R05-M0-NC-I:J18-U11,RAS,KERNEL,INFO,"NFS Mount failed on bglio91, slept 15 seconds, retrying (1)"
1122,-,1782387677,2026.06.25,R30-M0-N7-C:J09-U01,2026-06-25-11.41.17.705668,R30-M0-N7-C:J09-U01,RAS,KERNEL,INFO,"CE sym 26, at 0x07a95e80, mask 0x10"
1123,-,1782387690,2026.06.25,R00-M0-N4-C:J06-U11,2026-06-25-11.41.30.523557,R00-M0-N4-C:J06-U11,RAS,KERNEL,INFO,"3 ddr errors(s) detected and corrected on rank 0, symbol 18, bit 0"
1124,-,1782387736,2026.06.25,R00-M1-NB-C:J02-U01,2026-06-25-11.42.16.145939,R00-M1-NB-C:J02-U01,RAS,KERNEL,INFO,"CE sym 35, at 0x1317cee0, mask 0x10"
1125,-,1782387750,2026.06.25,R14-M1-N7-C:J10-U01,2026-06-25-11.42.30.664100,R14-M1-N7-C:J10-U01,RAS,KERNEL,INFO,"4 ddr errors(s) detected and corrected on rank 0, symbol 29, bit 4"
1126,-,1782387796,2026.06.25,R63-M1-N0,2026-06-25-11.43.16.317543,R63-M1-N0,NULL,DISCOVERY,INFO,"Node card VPD check: U11 node in processor card slot J18 do not match. VPD ecid 04CC81389C2FFFFF03071B7048DF, found 04D780871F2FFFFF08031BD046E2"
1127,-,1782387822,2026.06.25,R06-M1-N6-C:J15-U01,2026-06-25-11.43.42.253777,R06-M1-N6-C:J15-U01,RAS,KERNEL,INFO,1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
1128,-,1782387870,2026.06.25,R03-M0-N3-C:J02-U11,2026-06-25-11.44.30.264955,R03-M0-N3-C:J02-U11,RAS,KERNEL,INFO,"CE sym 33, at 0x00dbd200, mask 0x80"
1129,-,1782387882,2026.06.25,R70-M1-NC-C:J09-U11,2026-06-25-11.44.42.690658,R70-M1-NC-C:J09-U11,RAS,KERNEL,INFO,"CE sym 26, at 0x146ad540, mask 0x10"
1130,-,1782387890,2026.06.25,R75-M0-N8-C:J10-U01,2026-06-25-11.44.50.161630,R75-M0-N8-C:J10-U01,RAS,KERNEL,INFO,"CE sym 21, at 0x04d64dc0, mask 0x80"
1131,-,1782387896,2026.06.25,R13-M0-N2-C:J09-U01,2026-06-25-11.44.56.749979,R13-M0-N2-C:J09-U01,RAS,KERNEL,INFO,1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected
1132,-,1782387929,2026.06.25,R50-M0-NF-C:J10-U01,2026-06-25-11.45.29.443681,R50-M0-NF-C:J10-U01,RAS,KERNEL,INFO,"1 ddr errors(s) detected and corrected on rank 0, symbol 3, bit 6"
1133,-,1782387947,2026.06.25,R03-M1-N6-C:J11-U11,2026-06-25-11.45.47.827406,R03-M1-N6-C:J11-U11,RAS,KERNEL,INFO,"CE sym 6, at 0x1880a8e0, mask 0x40"
1134,-,1782387996,2026.06.25,R20-M1-N8-C:J13-U11,2026-06-25-11.46.36.395303,R20-M1-N8-C:J13-U11,RAS,KERNEL,INFO,suppressing further interrupts of same type
1135,-,1782388019,2026.06.25,R63-M1-NC-C:J06-U01,2026-06-25-11.46.59.077558,R63-M1-NC-C:J06-U01,RAS,KERNEL,INFO,total of 1 ddr error(s) detected and corrected
1136,-,1782388068,2026.06.25,R37-M0-NF-C:J07-U01,2026-06-25-11.47.48.470880,R37-M0-NF-C:J07-U01,RAS,KERNEL,INFO,"CE sym 25, at 0x1a544020, mask 0x40"
1137,-,1782388130,2026.06.25,R71-M1-N8-C:J17-U11,2026-06-25-11.48.50.626979,R71-M1-N8-C:J17-U11,RAS,KERNEL,INFO,"CE sym 9, at 0x123b6ca0, mask 0x20"
1138,-,1782388135,2026.06.25,R47-M0-N4-C:J07-U01,2026-06-25-11.48.55.502514,R47-M0-N4-C:J07-U01,RAS,KERNEL,INFO,"CE sym 8, at 0x0a2ae600, mask 0x10"
1139,-,1782388160,2026.06.25,R05-M0-NA,2026-06-25-11.49.20.610527,R05-M0-NA,NULL,DISCOVERY,INFO,"Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04DE7DB80D7BFFFF04051B70D8D9, found 04DE7DF2D37BFFFF09081B6088D9"
1140,-,1782388171,2026.06.25,R05-M0-N6,2026-06-25-11.49.31.420274,R05-M0-N6,NULL,DISCOVERY,INFO,"Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04D97DB7937BFFFF05071B7054DA, found 04D081A3892FFFFF0D0B1C505AF3"
1141,-,1782388217,2026.06.25,R26-M0-N7,2026-06-25-11.50.17.560324,R26-M0-N7,NULL,DISCOVERY,INFO,"Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 075F04E8A27BFFFF07021C3096ED, found 04D78137922FFFFF040E1C3052ED"
1142,-,1782388217,2026.06.25,R23-M0-N5-C:J12-U01,2026-06-25-11.50.17.531221,R23-M0-N5-C:J12-U01,RAS,KERNEL,INFO,"CE sym 29, at 0x14123c20, mask 0x08"
1143,-,1782388249,2026.06.25,R63-M1-NA-C:J14-U11,2026-06-25-11.50.49.968355,R63-M1-NA-C:J14-U11,RAS,KERNEL,INFO,total of 1 ddr error(s) detected and corrected
1144,-,1782388253,2026.06.25,R57-M0-NB-C:J07-U11,2026-06-25-11.50.53.965101,R57-M0-NB-C:J07-U11,RAS,KERNEL,INFO,"1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 1"
1145,-,1782388374,2026.06.25,R35-M1-NE-C:J09-U01,2026-06-25-11.52.54.911877,R35-M1-NE-C:J09-U01,RAS,KERNEL,INFO,"CE sym 26, at 0x022c3fc0, mask 0x40"
1146,-,1782388412,2026.06.25,R10-M0-N0-C:J06-U01,2026-06-25-11.53.32.725309,R10-M0-N0-C:J06-U01,RAS,KERNEL,INFO,total of 4 ddr error(s) detected and corrected
1147,-,1782388423,2026.06.25,R07-M0-ND-C:J16-U01,2026-06-25-11.53.43.438620,R07-M0-ND-C:J16-U01,RAS,KERNEL,INFO,"CE sym 27, at 0x166a9f20, mask 0x02"
1148,-,1782388429,2026.06.25,R06-M1-N4-C:J08-U01,2026-06-25-11.53.49.570053,R06-M1-N4-C:J08-U01,RAS,KERNEL,INFO,"CE sym 21, at 0x13d38aa0, mask 0x40"
1149,-,1782388474,2026.06.25,R66-M1-N1-C:J09-U11,2026-06-25-11.54.34.038551,R66-M1-N1-C:J09-U11,RAS,KERNEL,INFO,"CE sym 15, at 0x0bde77e0, mask 0x04"
1150,-,1782388475,2026.06.25,R64-M0-NB-C:J14-U01,2026-06-25-11.54.35.829130,R64-M0-NB-C:J14-U01,RAS,KERNEL,INFO,"CE sym 16, at 0x0149a040, mask 0x80"
1151,-,1782388519,2026.06.25,R01-M0-N8-C:J02-U11,2026-06-25-11.55.19.376993,R01-M0-N8-C:J02-U11,RAS,KERNEL,INFO,"CE sym 2, at 0x0fa3d060, mask 0x08"
1152,-,1782388542,2026.06.25,R03-M1-ND-C:J14-U01,2026-06-25-11.55.42.735716,R03-M1-ND-C:J14-U01,RAS,KERNEL,INFO,critical input interrupt (unit=0x0b bit=0x06): warning for torus y+ wire
1153,-,1782388614,2026.06.25,R20-M1-NB-C:J16-U11,2026-06-25-11.56.54.939001,R20-M1-NB-C:J16-U11,RAS,KERNEL,INFO,"CE sym 5, at 0x0e37bbe0, mask 0x40"
1154,-,1782388645,2026.06.25,R07-M0-N0-C:J09-U01,2026-06-25-11.57.25.851755,R07-M0-N0-C:J09-U01,RAS,KERNEL,INFO,"CE sym 4, at 0x18f28be0, mask 0x40"
1155,-,1782388665,2026.06.25,R63-M1-NC-C:J06-U01,2026-06-25-11.57.45.562986,R63-M1-NC-C:J06-U01,RAS,KERNEL,INFO,"CE sym 13, at 0x0397e0e0, mask 0x08"
1156,-,1782388684,2026.06.25,R11-M1-NE-C:J17-U01,2026-06-25-11.58.04.622665,R11-M1-NE-C:J17-U01,RAS,KERNEL,INFO,"CE sym 9, at 0x11b9cc60, mask 0x04"
1157,-,1782388733,2026.06.25,R23-M0-N8-C:J15-U11,2026-06-25-11.58.53.669180,R23-M0-N8-C:J15-U11,RAS,KERNEL,INFO,"CE sym 6, at 0x06ec7a20, mask 0x20"
1158,-,1782388755,2026.06.25,R53-M1-ND-C:J09-U11,2026-06-25-11.59.15.958819,R53-M1-ND-C:J09-U11,RAS,KERNEL,INFO,"CE sym 9, at 0x11f82720, mask 0x02"
1159,-,1782388774,2026.06.25,R23-M0-N8-C:J15-U11,2026-06-25-11.59.34.089110,R23-M0-N8-C:J15-U11,RAS,KERNEL,INFO,"CE sym 6, at 0x0148b640, mask 0x10"
1160,-,1782388790,2026.06.25,R60-M1-N5-C:J09-U11,2026-06-25-11.59.50.114682,R60-M1-N5-C:J09-U11,RAS,KERNEL,INFO,total of 2 ddr error(s) detected and corrected
1161,-,1782388802,2026.06.25,R42-M1-ND-C:J07-U11,2026-06-25-12.00.02.806306,R42-M1-ND-C:J07-U11,RAS,KERNEL,INFO,"CE sym 20, at 0x0a508740, mask 0x02"
1162,-,1782388860,2026.06.25,R03-M1-N9-C:J09-U11,2026-06-25-12.01.00.260289,R03-M1-N9-C:J09-U11,RAS,KERNEL,INFO,"CE sym 25, at 0x06c27c60, mask 0x40"
1163,-,1782388895,2026.06.25,R53-M1-NB-C:J13-U01,2026-06-25-12.01.35.689545,R53-M1-NB-C:J13-U01,RAS,KERNEL,INFO,total of 12 ddr error(s) detected and corrected
1164,-,1782388901,2026.06.25,R43-M0-N9-C:J08-U11,2026-06-25-12.01.41.696982,R43-M0-N9-C:J08-U11,RAS,KERNEL,INFO,"1 ddr errors(s) detected and corrected on rank 0, symbol 28, bit 0"
1165,-,1782388909,2026.06.25,R23-M0-N8-C:J15-U11,2026-06-25-12.01.49.372253,R23-M0-N8-C:J15-U11,RAS,KERNEL,INFO,"CE sym 5, at 0x13253280, mask 0x04"
1166,-,1782388918,2026.06.25,R30-M0-N5-C:J05-U01,2026-06-25-12.01.58.174418,R30-M0-N5-C:J05-U01,RAS,KERNEL,INFO,"CE sym 14, at 0x17086be0, mask 0x02"
1167,-,1782389000,2026.06.25,R06-M1-NA-C:J08-U11,2026-06-25-12.03.20.678428,R06-M1-NA-C:J08-U11,RAS,KERNEL,INFO,suppressing further interrupts of same type
1168,-,1782389076,2026.06.25,R07-M1-NA-C:J09-U01,2026-06-25-12.04.36.642439,R07-M1-NA-C:J09-U01,RAS,KERNEL,INFO,"4 ddr errors(s) detected and corrected on rank 0, symbol 13, bit 5"
1169,-,1782389224,2026.06.25,R53-M1-N0-C:J04-U11,2026-06-25-12.07.04.046448,R53-M1-N0-C:J04-U11,RAS,KERNEL,INFO,4 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
1170,-,1782389232,2026.06.25,R57-M1-NE-C:J12-U01,2026-06-25-12.07.12.590579,R57-M1-NE-C:J12-U01,RAS,KERNEL,INFO,"CE sym 23, at 0x1793c560, mask 0x01"
1171,-,1782389235,2026.06.25,R13-M1-N3-C:J05-U11,2026-06-25-12.07.15.676364,R13-M1-N3-C:J05-U11,RAS,KERNEL,INFO,"CE sym 14, at 0x08d4e740, mask 0x01"
1172,-,1782389236,2026.06.25,R02-M0-N4-C:J04-U11,2026-06-25-12.07.16.710380,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct
1173,-,1782389323,2026.06.25,R02-M0-N4-C:J04-U11,2026-06-25-12.08.43.678159,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct
1174,-,1782389347,2026.06.25,R02-M0-N4-C:J04-U11,2026-06-25-12.09.07.419029,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct
1175,-,1782389362,2026.06.25,R02-M0-N4-C:J04-U11,2026-06-25-12.09.22.789245,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct
1176,-,1782389366,2026.06.25,R02-M0-N4-C:J04-U11,2026-06-25-12.09.26.347704,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct
1177,-,1782389426,2026.06.25,R02-M0-N4-C:J04-U11,2026-06-25-12.10.26.834908,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct
1178,-,1782389426,2026.06.25,R21-M1-N4-C:J10-U01,2026-06-25-12.10.26.451365,R21-M1-N4-C:J10-U01,RAS,KERNEL,INFO,"CE sym 12, at 0x18e33e80, mask 0x04"
1179,-,1782389444,2026.06.25,R13-M1-N8-C:J02-U11,2026-06-25-12.10.44.111090,R13-M1-N8-C:J02-U11,RAS,KERNEL,INFO,"CE sym 13, at 0x00f254e0, mask 0x20"
1180,-,1782389486,2026.06.25,R17-M0-N0-I:J18-U01,2026-06-25-12.11.26.011060,R17-M0-N0-I:J18-U01,RAS,KERNEL,INFO,shutdown complete
1181,-,1782389501,2026.06.25,R07-M1-N0-C:J17-U01,2026-06-25-12.11.41.103396,R07-M1-N0-C:J17-U01,RAS,KERNEL,INFO,total of 1 ddr error(s) detected and corrected
1182,-,1782389510,2026.06.25,R21-M1-N0-C:J10-U11,2026-06-25-12.11.50.271306,R21-M1-N0-C:J10-U11,RAS,KERNEL,INFO,"1 ddr errors(s) detected and corrected on rank 0, symbol 17, bit 7"
1183,-,1782389518,2026.06.25,R11-M1-N2-C:J09-U11,2026-06-25-12.11.58.232785,R11-M1-N2-C:J09-U11,RAS,KERNEL,INFO,critical input interrupt (unit=0x0b bit=0x0b): warning for torus z- wire
1184,-,1782389622,2026.06.25,R55-M0-N9-C:J06-U11,2026-06-25-12.13.42.535482,R55-M0-N9-C:J06-U11,RAS,KERNEL,INFO,16 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
1185,-,1782389691,2026.06.25,R06-M0-N9-C:J02-U01,2026-06-25-12.14.51.783132,R06-M0-N9-C:J02-U01,RAS,KERNEL,INFO,"CE sym 29, at 0x1b719940, mask 0x02"
1186,-,1782389696,2026.06.25,R65-M1-NA-C:J14-U01,2026-06-25-12.14.56.543998,R65-M1-NA-C:J14-U01,RAS,KERNEL,INFO,"CE sym 27, at 0x1b70b860, mask 0x80"
1187,-,1782389732,2026.06.25,R10-M0-N3-C:J07-U01,2026-06-25-12.15.32.585098,R10-M0-N3-C:J07-U01,RAS,KERNEL,INFO,"CE sym 16, at 0x18fa5d40, mask 0x80"
1188,-,1782389763,2026.06.25,R74-M1-NC-C:J15-U11,2026-06-25-12.16.03.608717,R74-M1-NC-C:J15-U11,RAS,KERNEL,INFO,"4 ddr errors(s) detected and corrected on rank 0, symbol 24, bit 1"
1189,-,1782389787,2026.06.25,R27-M1-N8-C:J16-U11,2026-06-25-12.16.27.721068,R27-M1-N8-C:J16-U11,RAS,KERNEL,INFO,"CE sym 30, at 0x1bd2b700, mask 0x04"
1190,-,1782389795,2026.06.25,R60-M0-NE-C:J08-U11,2026-06-25-12.16.35.603178,R60-M0-NE-C:J08-U11,RAS,KERNEL,INFO,iar 00106210 dear 0244c1dc
1191,-,1782389796,2026.06.25,R61-M1-NB-C:J17-U11,2026-06-25-12.16.36.231768,R61-M1-NB-C:J17-U11,RAS,KERNEL,INFO,640404 floating point alignment exceptions
1192,-,1782389827,2026.06.25,R61-M0-N3-C:J12-U11,2026-06-25-12.17.07.467432,R61-M0-N3-C:J12-U11,RAS,KERNEL,INFO,640404 floating point alignment exceptions
1193,-,1782389870,2026.06.25,R60-M1-NC-C:J10-U11,2026-06-25-12.17.50.392292,R60-M1-NC-C:J10-U11,RAS,KERNEL,INFO,iar 00106210 dear 0244c1dc
1194,-,1782389916,2026.06.25,R61-M0-NC-C:J03-U11,2026-06-25-12.18.36.410133,R61-M0-NC-C:J03-U11,RAS,KERNEL,INFO,iar 00106210 dear 0244c20c
1195,-,1782389955,2026.06.25,R65-M1-NB-C:J14-U01,2026-06-25-12.19.15.485556,R65-M1-NB-C:J14-U01,RAS,KERNEL,INFO,iar 00106228 dear 0244c1ec
1196,-,1782389958,2026.06.25,R64-M0-N6-C:J17-U11,2026-06-25-12.19.18.809859,R64-M0-N6-C:J17-U11,RAS,KERNEL,INFO,iar 00106210 dear 0244c20c
1197,-,1782389968,2026.06.25,R61-M1-N5-C:J13-U11,2026-06-25-12.19.28.712565,R61-M1-N5-C:J13-U11,RAS,KERNEL,INFO,iar 00106210 dear 0244c20c
1198,-,1782389986,2026.06.25,R65-M1-N6-C:J11-U01,2026-06-25-12.19.46.617181,R65-M1-N6-C:J11-U01,RAS,KERNEL,INFO,iar 00106228 dear 0244c1ec
1199,-,1782390044,2026.06.25,R60-M1-N3-C:J11-U01,2026-06-25-12.20.44.723975,R60-M1-N3-C:J11-U01,RAS,KERNEL,INFO,iar 00106228 dear 0244c1ec
1200,-,1782390189,2026.06.25,R66-M0-NF-C:J12-U01,2026-06-25-12.23.09.524776,R66-M0-NF-C:J12-U01,RAS,KERNEL,INFO,640404 floating point alignment exceptions
1201,-,1782390207,2026.06.25,R61-M0-N1-C:J05-U11,2026-06-25-12.23.27.158067,R61-M0-N1-C:J05-U11,RAS,KERNEL,INFO,iar 00106228 dear 0244c21c
1202,-,1782390224,2026.06.25,R64-M1-N5-C:J10-U11,2026-06-25-12.23.44.361724,R64-M1-N5-C:J10-U11,RAS,KERNEL,INFO,iar 001061dc dear 0244c22c
1203,-,1782390233,2026.06.25,R64-M1-N9-C:J15-U11,2026-06-25-12.23.53.025755,R64-M1-N9-C:J15-U11,RAS,KERNEL,INFO,iar 001061dc dear 0244c22c
1204,-,1782390272,2026.06.25,R60-M0-N1-C:J14-U01,2026-06-25-12.24.32.506222,R60-M0-N1-C:J14-U01,RAS,KERNEL,INFO,iar 001061dc dear 0244c25c
1205,-,1782390360,2026.06.25,R61-M0-N9-C:J04-U01,2026-06-25-12.26.00.109627,R61-M0-N9-C:J04-U01,RAS,KERNEL,INFO,iar 001061dc dear 0244c22c
1206,-,1782390376,2026.06.25,R66-M1-N8-C:J12-U01,2026-06-25-12.26.16.309783,R66-M1-N8-C:J12-U01,RAS,KERNEL,INFO,iar 00106228 dear 0244c1ec
1207,-,1782390381,2026.06.25,R65-M0-N1-C:J04-U01,2026-06-25-12.26.21.436181,R65-M0-N1-C:J04-U01,RAS,KERNEL,INFO,iar 00106210 dear 0244c20c
1208,-,1782390410,2026.06.25,R67-M0-ND-C:J03-U01,2026-06-25-12.26.50.965264,R67-M0-ND-C:J03-U01,RAS,KERNEL,INFO,iar 00106228 dear 0244c1ec
1209,-,1782390470,2026.06.25,R66-M0-N5-C:J04-U11,2026-06-25-12.27.50.090025,R66-M0-N5-C:J04-U11,RAS,KERNEL,INFO,iar 001061dc dear 0244c22c
1210,-,1782390531,2026.06.25,R64-M1-N7-C:J16-U11,2026-06-25-12.28.51.121707,R64-M1-N7-C:J16-U11,RAS,KERNEL,INFO,iar 00105ea0 dear 0244c28c
1211,-,1782390756,2026.06.25,R60-M1-NF-C:J12-U11,2026-06-25-12.32.36.871699,R60-M1-NF-C:J12-U11,RAS,KERNEL,INFO,iar 00105e94 dear 02f5883c
1212,-,1782390835,2026.06.25,R66-M0-N8-C:J11-U01,2026-06-25-12.33.55.986370,R66-M0-N8-C:J11-U01,RAS,KERNEL,INFO,iar 001061dc dear 0244c22c
1213,-,1782390854,2026.06.25,R65-M0-N4-C:J11-U11,2026-06-25-12.34.14.765618,R65-M0-N4-C:J11-U11,RAS,KERNEL,INFO,iar 001061dc dear 0244c28c
1214,-,1782390888,2026.06.25,R66-M1-N3-C:J06-U11,2026-06-25-12.34.48.148557,R66-M1-N3-C:J06-U11,RAS,KERNEL,INFO,640764 floating point alignment exceptions
1215,-,1782390956,2026.06.25,R67-M0-N8-C:J02-U01,2026-06-25-12.35.56.365249,R67-M0-N8-C:J02-U01,RAS,KERNEL,INFO,640404 floating point alignment exceptions
1216,-,1782391006,2026.06.25,R66-M0-N5-C:J12-U11,2026-06-25-12.36.46.327040,R66-M0-N5-C:J12-U11,RAS,KERNEL,INFO,640404 floating point alignment exceptions
1217,-,1782391100,2026.06.25,R67-M0-NC-C:J16-U01,2026-06-25-12.38.20.359731,R67-M0-NC-C:J16-U01,RAS,KERNEL,INFO,iar 00106210 dear 0244c20c
